ID,Embodied,Dimension,Task,Expected,TrialNum,Result,Correct,ResponseTime
ID,Embodied,Dimension,Task,Expected,TrialNum,Result,Correct,ResponseTime
ID,Embodied,Dimension,Task,Expected,TrialNum,Result,Correct,ResponseTime
ID,Embodied,Dimension,Task,Expected,TrialNum,Result,Correct,ResponseTime
ID,Embodied,Dimension,Task,Expected,TrialNum,Result,Correct,ResponseTime
4,emb,3,correlation,Horonium&Radianite,1,Horonium&Versamina,False,5.056901
4,emb,3,correlation,Seastone&Space Titanium,2,Radianite&Versamina,False,10.84766
4,emb,2,correlation,Divinium (E115)&Silverstone,3,Seastone&Space Titanium,False,4.05135
ID,Embodied,Dimension,Task,Expected,TrialNum,Result,Correct,ResponseTime
4,emb,3,correlation,Horonium&Radianite,1,Administratium&Radianite,False,6.406878
4,emb,3,correlation,Seastone&Space Titanium,2,Seastone&Valkyrium,False,3.579951
4,emb,2,correlation,Divinium (E115)&Silverstone,3,Ceratanium&Divinium (E115),False,4.358993
4,emb,2,correlation,Aether&Hihiirokane,4,Aether&Chronoton,False,16.84962
ID,Embodied,Dimension,Task,Expected,TrialNum,Result,Correct,ResponseTime
4,emb,3,correlation,Horonium&Radianite,1,Horonium&Versamina,False,4.431787
4,emb,3,correlation,Seastone&Space Titanium,2,Seastone&Valkyrium,False,3.24437
4,emb,2,correlation,Divinium (E115)&Silverstone,3,Ceratanium&Dark Metal&Divinium (E115)&Silverstone&Taydenite,False,10.03944
ID,Embodied,Dimension,Task,Expected,TrialNum,Result,Correct,ResponseTime
ID,Embodied,Dimension,Task,Expected,TrialNum,Result,Correct,ResponseTime
ID,Embodied,Dimension,Task,Expected,TrialNum,Result,Correct,ResponseTime
ID,Embodied,Dimension,Task,Expected,TrialNum,Result,Correct,ResponseTime
ID,Embodied,Dimension,Task,Expected,TrialNum,Result,Correct,ResponseTime
ID,Embodied,Dimension,Task,Expected,TrialNum,Result,Correct,ResponseTime
ID,Embodied,Dimension,Task,Expected,TrialNum,Result,Correct,ResponseTime
ID,Embodied,Dimension,Task,Expected,TrialNum,Result,Correct,ResponseTime
ID,Embodied,Dimension,Task,Expected,TrialNum,Result,Correct,ResponseTime
ID,Embodied,Dimension,Task,Expected,TrialNum,Result,Correct,ResponseTime
ID,Embodied,Dimension,Task,Expected,TrialNum,Result,Correct,ResponseTime
ID,Embodied,Dimension,Task,Expected,TrialNum,Result,Correct,ResponseTime
ID,Embodied,Dimension,Task,Expected,TrialNum,Result,Correct,ResponseTime
ID,Embodied,Dimension,Task,Expected,TrialNum,Result,Correct,ResponseTime
ID,Embodied,Dimension,Task,Expected,TrialNum,Result,Correct,ResponseTime
ID,Embodied,Dimension,Task,Expected,TrialNum,Result,Correct,ResponseTime
ID,Embodied,Dimension,Task,Expected,TrialNum,Result,Correct,ResponseTime
ID,Embodied,Dimension,Task,Expected,TrialNum,Result,Correct,ResponseTime
ID,Embodied,Dimension,Task,Expected,TrialNum,Result,Correct,ResponseTime
ID,Embodied,Dimension,Task,Expected,TrialNum,Result,Correct,ResponseTime
ID,Embodied,Dimension,Task,Expected,TrialNum,Result,Correct,ResponseTime
ID,Embodied,Dimension,Task,Expected,TrialNum,Result,Correct,ResponseTime
ID,Embodied,Dimension,Task,Expected,TrialNum,Result,Correct,ResponseTime
ID,Embodied,Dimension,Task,Expected,TrialNum,Result,Correct,ResponseTime
ID,Embodied,Dimension,Task,Expected,TrialNum,Result,Correct,ResponseTime
ID,Embodied,Dimension,Task,Expected,TrialNum,Result,Correct,ResponseTime
ID,Embodied,Dimension,Task,Expected,TrialNum,Result,Correct,ResponseTime
ID,Embodied,Dimension,Task,Expected,TrialNum,Result,Correct,ResponseTime
ID,Embodied,Dimension,Task,Expected,TrialNum,Result,Correct,ResponseTime
ID,Embodied,Dimension,Task,Expected,TrialNum,Result,Correct,ResponseTime
4,emb,3,correlation,Horonium&Radianite,1,Radianite,False,499.3073
4,emb,3,correlation,Seastone&Space Titanium,2,,False,2.489959
4,emb,2,correlation,Divinium (E115)&Silverstone,3,,False,0.8485283
4,emb,2,correlation,Aether&Hihiirokane,4,,False,0.556713
4,emb,3,correlation,Eridium&Harbenite&Scrith,5,,False,0.9461039
4,emb,3,correlation,Celestial Bronze&Supermanium&The Core,6,,False,0.3617024
ID,Embodied,Dimension,Task,Expected,TrialNum,Result,Correct,ResponseTime
ID,Embodied,Dimension,Task,Expected,TrialNum,Result,Correct,ResponseTime
ID,Embodied,Dimension,Task,Expected,TrialNum,Result,Correct,ResponseTime
4,emb,3,correlation,Horonium&Radianite,1,Afraidium,False,32.46706
4,emb,3,correlation,Seastone&Space Titanium,2,,False,0
ID,Embodied,Dimension,Task,Expected,TrialNum,Result,Correct,ResponseTime
ID,Embodied,Dimension,Task,Expected,TrialNum,Result,Correct,ResponseTime
ID,Embodied,Dimension,Task,Expected,TrialNum,Result,Correct,ResponseTime
ID,Embodied,Dimension,Task,Expected,TrialNum,Result,Correct,ResponseTime
ID,Embodied,Dimension,Task,Expected,TrialNum,Result,Correct,ResponseTime
ID,Embodied,Dimension,Task,Expected,TrialNum,Result,Correct,ResponseTime
ID,Embodied,Dimension,Task,Expected,TrialNum,Result,Correct,ResponseTime
ID,Embodied,Dimension,Task,Expected,TrialNum,Result,Correct,ResponseTime
ID,Embodied,Dimension,Task,Expected,TrialNum,Result,Correct,ResponseTime
ID,Embodied,Dimension,Task,Expected,TrialNum,Result,Correct,ResponseTime
ID,Embodied,Dimension,Task,Expected,TrialNum,Result,Correct,ResponseTime
ID,Embodied,Dimension,Task,Expected,TrialNum,Result,Correct,ResponseTime
ID,Embodied,Dimension,Task,Expected,TrialNum,Result,Correct,ResponseTime
ID,Embodied,Dimension,Task,Expected,TrialNum,Result,Correct,ResponseTime
ID,Embodied,Dimension,Task,Expected,TrialNum,Result,Correct,ResponseTime
ID,Embodied,Dimension,Task,Expected,TrialNum,Result,Correct,ResponseTime
ID,Embodied,Dimension,Task,Expected,TrialNum,Result,Correct,ResponseTime
ID,Embodied,Dimension,Task,Expected,TrialNum,Result,Correct,ResponseTime
