Aether,Duranium,Kyber,Ruinite,Silverstone
-1.747137608,-0.228853088,-0.719245357,0.201318328,-0.626852391
0.635780457,-0.363308057,0.491281702,1.027695457,-0.322331055
0.375112761,2.453936862,1.794255689,-1.149331368,2.444340705
-0.097231074,1.197568002,0.351265697,1.341063553,1.175983412
-0.351793837,0.255995024,0.76937083,0.36602138,0.157492005
0.002580058,-0.062756117,1.493146573,-0.188760548,0.282692475
-0.429433832,-0.069808538,-0.826185644,0.32841396,0.081354111
0.557256263,-1.29865291,-0.385534164,0.587329171,-1.379732223
-1.857456801,-1.083280695,1.508904726,-0.714414727,-0.801102056
0.300262402,-0.913268867,0.108467523,0.984994772,-0.805318983
1.40123567,0.746004007,0.045920298,-1.539716788,0.971233397
0.541899267,3.251763103,-0.856102572,1.268715176,3.510311385
-0.907027015,0.111472946,1.313036337,-0.851367534,0.173699534
-1.432429532,-0.553104891,-0.5593365,0.204720749,-0.431659812
-0.885696064,-0.140356599,-0.400893507,-1.495585398,-0.485293288
0.127973253,1.35779281,1.14264228,0.992447297,0.830017539
-1.269029525,1.407094932,-0.635096064,1.014899232,1.397225795
1.995281859,-1.099914342,0.034880179,0.151097512,-1.123220041
-2.010750062,1.632235666,-0.609308514,-0.718611464,1.4754019
0.754008794,0.608864954,-0.484585607,0.032463294,0.771752668
-1.538386109,-2.134295676,0.476923411,-0.321628161,-1.537858181
0.50712862,0.189603583,0.763377084,-0.930425048,0.272027648
0.713315957,-0.800824153,0.54406989,0.27834244,-0.259495043
-0.256717495,0.687854952,1.622209554,1.39041835,0.46675532
-1.549628791,-0.346837251,0.862759848,0.544150286,0.182892886
0.369612968,0.074787605,-0.56026484,1.861281644,-0.051378734
-0.249437242,-0.934385888,-0.256254666,-0.637369929,-0.993813893
-0.609984436,0.192439103,-1.005315141,-0.059021481,0.531073822
-0.108152061,1.173770226,0.131914728,-1.11840222,1.38189207
-2.023582107,-0.607142602,0.013824542,2.644236307,-0.346607811
2.218589746,-1.833206206,-1.875126174,0.525881732,-1.772014842
0.132898228,-0.01705814,-0.444141004,-1.070048074,0.510011148
-0.066508375,1.086136429,1.143635234,0.26372166,0.97644215
0.423743841,0.761210377,-2.812618363,-0.750634997,0.512498631
0.04033287,-0.617706064,-1.001309696,0.238464421,-1.155274551
-0.143041447,0.23930794,0.68494814,1.753651161,0.708617022
0.780082818,0.910825773,-0.429089323,1.002132462,0.562719582
0.088862413,-0.225868531,-0.778433122,-0.399331654,-0.261529579
