Aether,Duranium,Kyber,Ruinite,Silverstone
-0.01122812,1.376146756,-0.514839662,0.094705105,-0.626202826
0.28162059,1.549811335,-0.276719262,0.147562256,-1.399307928
0.679986782,-0.508127012,0.214466371,0.719865337,-0.58344512
1.915318187,0.442313224,0.1831615,1.738236217,0.909667785
-0.885815057,-0.904665928,-0.570195982,-0.522981197,-0.137668258
0.038484803,0.263629981,0.046670126,-0.247649701,-0.484479055
0.593998892,0.439030667,0.7778027,0.420277171,0.502329091
-0.585284368,-0.582827164,-0.475532007,-0.562290252,-0.172889115
1.259488474,-0.803899102,0.561387153,1.163841267,-1.817454641
-0.529888543,-1.395144549,-1.498774613,-1.060640319,0.980448266
-0.632489931,-0.088408315,-0.001626725,-0.638456064,1.022312954
-0.01288044,-0.52157476,-2.268675154,0.314733509,-0.973488731
-2.412950331,-0.252610519,0.112982144,-2.052210039,-1.309120897
0.680605314,-0.428447955,0.307447311,0.546955542,0.003842246
-0.361230034,0.433443988,0.388797309,-0.609735278,1.067116882
-0.407930018,1.04523577,-0.934161956,-0.641591082,-0.180090519
0.286105203,-0.313836624,1.089755914,0.302034122,0.532521776
-0.007779725,-0.75109571,0.741036633,-0.5580218,1.094185667
-0.238737922,-0.784338036,-1.865723121,-0.316088884,1.847905783
-0.079306878,-0.470889866,-0.518592711,0.087972268,-0.254149129
1.663035639,-0.631953896,-1.368793457,1.849580229,0.926301044
-0.078601875,-0.684989411,-0.892353277,-0.763853315,-1.822132593
-0.98148922,-0.329968795,-0.023063037,-1.145785938,0.076119052
-0.642652134,-0.93101476,-0.868554002,-0.907328679,0.396119659
-1.124866867,-0.362643286,0.721078258,-0.666563117,-0.49100141
-0.128364376,-0.925582389,0.147635806,-0.221537935,-1.574998812
0.33326035,0.434404147,0.582162301,0.154028791,1.297801147
0.334468275,-0.254406022,-1.114231544,0.329482947,-0.360507348
-1.54807192,-0.073270853,1.421561061,-1.188749687,0.373841267
0.541883767,1.261526196,0.27499711,-0.215033405,-0.36496724
-0.079643672,-1.391884584,-0.037323795,-0.503751566,2.624980328
-0.221888571,0.941820797,1.198449238,-0.395947009,-0.853928863
1.026787605,0.132266021,-0.317839965,0.753738127,0.622103053
-0.822352735,-0.507922834,-0.251993588,0.2344431,1.826563459
0.876154301,-1.006746354,-1.252596169,0.529579369,-0.796173901
0.132105551,-0.817554083,-0.379018615,0.372754938,-1.336807625
0.937503426,0.533597902,-1.704302285,1.117795995,-0.69338553
-1.512992909,-1.308202931,1.710286209,-1.131901358,0.673794177
0.188352971,0.902780253,-0.968918729,0.286255568,1.102888635
-0.564113166,-0.393144707,1.325818376,-0.974885759,0.825830391
-0.296072237,-0.205132768,0.719132241,-0.168434617,1.182937483
0.22035504,0.840130468,-0.813905562,0.238541931,0.031541892
1.960658782,-0.47025448,0.082331931,1.708807777,0.087884818
0.086238371,-1.437994686,-0.843116453,-0.299584097,0.024763967
0.362874157,0.183609034,0.846713906,0.429464696,0.005135393
0.028192341,1.35342504,-0.368382873,0.347276401,-0.404680649
-1.248409528,0.600458238,0.49512067,-0.627299947,0.951814473
-1.55330631,-0.694986193,-0.091434899,-1.415485978,-2.737993837
-1.239211967,-0.128408976,-2.511700895,-0.959217522,1.216011013
-2.37662364,1.334910954,2.971323317,-1.90154362,-0.696282086
1.051594729,1.120868962,-0.836103639,1.154243678,2.232310919
-1.295674139,0.456589402,-0.154936289,-0.844835638,1.087218529
-1.304414562,-0.510397743,-1.541886748,-1.037555682,-1.268396037
-0.633938714,-1.017934194,0.351366888,-1.194030471,0.546885985
-0.377400423,0.516107355,2.851675013,-0.114187283,-0.473656564
0.107931322,-0.985528057,0.471957749,0.256412315,-0.50362051
-0.984533425,1.143937369,1.164675136,-0.881042913,-0.747639279
-1.003627651,1.141406148,1.026579762,-0.953828175,0.813812481
0.333310692,-0.211644395,0.721943996,0.602295235,0.7587468
1.642950275,1.164193485,0.035031867,1.599873807,-1.817795141
-0.518906439,0.643916509,-0.885809919,-0.16737587,-1.425412186
-0.34857993,-1.373629194,0.212155641,-0.400775185,-0.326822551
0.674896271,-0.656075398,0.298153077,0.482873025,0.282301548
-1.129741089,0.613269613,-0.538277993,-0.85947745,1.947648207
0.816192042,-0.688711213,0.539578287,1.18374795,0.952039897
0.881726115,-0.480054167,-0.104014158,0.450602442,0.082167092
-0.332067256,0.177686047,0.228920187,-0.270127355,-0.838020884
-0.142157275,0.257895868,-0.154230329,-0.208893238,-0.810878019
-1.255075588,1.140548832,1.849236834,-0.531255463,0.294891621
-1.576114672,1.792135192,0.170960413,-2.17313667,-1.734839431
-0.05115121,0.471496652,0.983646531,0.2919393,-0.044977051
-0.213471301,-0.75719341,-0.395637449,-0.745440251,-0.291206146
0.266163151,-0.635180025,-0.82445156,0.118387174,0.340035258
0.224902479,0.567980177,-0.341332414,0.093572194,-1.615706358
0.839268598,-0.189333502,-1.605556431,0.754740779,1.086287599
-1.798783277,-1.750372666,-1.32476835,-1.473194652,-0.440104248
-0.632968192,-0.170374077,0.429593585,-1.03474845,-0.284767995
-0.106253635,-0.28066619,0.1064513,-0.376542411,0.911421346
1.265021052,0.813682648,0.874503246,1.78936375,-0.664004625
-0.730755091,-0.833628557,-2.135773949,-0.682219254,-1.49234279
0.178599037,-2.614590897,-0.131682263,-0.022592825,0.356334769
0.518218741,1.511228319,-1.571850723,0.702795285,0.924790605
-0.024488322,-1.896628575,0.366373013,-0.036439425,2.023266304
0.137868395,-0.849194533,0.937583057,-0.136925768,-0.096386298
-0.88507587,0.740228465,-0.029136728,-0.724797599,-0.651698663
-0.942391658,-0.512092355,1.16669798,-1.052908396,-1.586895109
-0.759263002,0.851091934,0.120299332,-1.848166571,-2.351404409
0.120736692,0.662417436,-1.02428528,-0.10646543,-1.47249364
-0.032427831,-1.557176167,0.295385605,-0.109347449,0.188623795
-0.895564078,0.585365861,0.919923385,-1.697701984,1.245332099
-0.139953406,-0.478841645,0.495377742,-0.098198056,-0.570810251
0.362873056,-0.295231953,0.722382119,0.39506004,0.679999447
0.150699382,0.547700178,-0.121800694,-0.083908121,-0.959989799
-1.069213012,0.615454887,0.676555183,-0.975319742,-0.320975484
0.980454421,0.829157219,0.508040094,0.889513518,-0.861441884
0.511582326,0.933931703,-0.578938947,0.645456089,-1.771184164
1.331081659,0.798030679,0.944019309,1.282914649,0.157101835
0.451601283,1.445014558,-0.962937558,0.283582392,1.934451709
-1.208123956,-1.018767405,1.053876395,-1.275312045,-0.17252977
0.020870822,-0.421163551,0.713134881,-0.151436983,-0.620398733
