Aether,Duranium,Kyber,Ruinite,Silverstone
-1.091255732,-0.220986646,-0.099211208,1.234583852,-0.558783599
0.549690715,0.98532772,0.901037562,-0.693415102,1.257636317
0.890560912,-0.077344812,-0.516191097,-0.031065948,-0.428049663
1.179480398,-0.666425372,-1.633091271,1.937982148,-0.764912084
0.121368161,-0.690021928,-0.793719655,-1.01268083,-1.065104602
-0.958663173,0.360680161,0.517471965,0.008752259,0.971951979
0.155994972,-0.405278192,-1.044347741,-0.958276887,-0.966868236
-0.135882977,1.021191306,1.477729662,0.176145985,1.16945422
0.161028943,-1.254407541,-0.296965002,0.931418902,-0.334671488
1.215950468,0.654970389,1.290674811,0.2946302,0.804850333
-0.769934395,-1.692377224,-1.732115396,-0.943923947,-1.372728437
-0.697747873,0.239780791,0.855825304,0.584440092,0.512350623
-0.978875707,1.014994958,1.519953435,0.321803715,0.972119092
-0.274506845,-0.056152558,0.094137288,-0.058849105,-0.37729812
0.456481222,-0.440622745,-0.475078104,1.194472386,-0.459227466
-0.568931243,0.385682279,0.310424369,-0.425866718,0.568571535
0.59143682,-0.186227851,-0.222102558,0.547975586,-0.429459644
-1.141711187,-0.51855044,-0.987221394,-0.968542462,-0.85813392
-1.359024955,2.093996968,1.817309731,-1.130716245,2.007866625
-0.19330849,0.087554953,0.452569427,0.29411201,0.426103686
0.49088974,-0.91219221,-0.241799881,-0.260314681,-0.482950585
-0.33830268,0.055813311,0.034574679,0.323404682,0.164731336
-0.551288789,-0.258797304,-0.179620316,-0.74601881,-0.502077316
-0.902107721,-2.015586366,-1.52599275,0.186815129,-1.343215609
0.135618388,-0.995667741,-1.460486672,0.375797349,-1.215449463
-0.662397356,-1.469600758,-1.33021554,-0.033703306,-1.450865429
-0.86202283,-0.45437889,-0.749622764,-0.013390264,-0.44335804
-1.619871449,1.234598936,1.17712774,-0.599905622,0.870954178
-1.842324717,-2.467303647,-1.199290293,-0.050159499,-1.584104418
-0.748249368,0.240123762,-0.31449353,0.134890246,-0.545106599
2.514956636,0.104924924,-0.417445595,0.275188098,-0.365748762
-1.199768466,0.007363893,-0.373021676,1.479375441,-0.260083548
-0.138277178,-1.597857568,-1.481776593,-0.893133232,-2.02673051
-0.287675395,-0.961339007,-0.50887113,0.4376082,-0.217163094
0.615315656,-0.80724419,-0.449839673,-1.170639937,-0.658670791
0.866488623,0.502884054,0.874297168,-1.098796094,0.670141476
0.446262663,1.082640458,2.002239348,1.120685083,1.510030949
-0.987398969,0.020571462,-0.851255765,-1.502894286,-0.347770243
-0.58410768,-0.87056456,-0.987278361,-0.176818009,-0.623113673
-0.321914372,0.642502081,0.604224705,-0.620660559,0.580714698
0.163158909,0.651383175,0.613745678,0.279920978,0.73577805
-1.571492682,0.762577438,1.13163788,-0.059937247,0.631280293
-0.480589791,-1.765458553,-1.785720142,0.073638289,-1.418989224
-0.571584484,1.630535742,1.834986943,-1.441962786,1.651701413
-0.338157362,0.551341401,0.663492563,1.275102126,0.661146633
-0.974091685,0.058062372,-0.433330968,-0.188063794,-0.604773834
0.335028874,1.1690206,1.399404832,-0.611153864,1.367431204
-0.520923372,-0.420237143,-0.137887572,-0.420126544,-0.372869935
-0.061176926,0.289288061,0.415292067,-1.016044862,0.0168792
-1.553364611,0.452493011,0.738794031,-0.925289838,0.546925427
1.270643104,0.773219148,0.529742836,-1.450945101,1.001450995
0.136412885,0.82107693,0.694896303,-0.129067577,0.564327271
-0.579962527,-1.968337854,-1.831402594,0.114054684,-1.735661252
-1.799816037,0.438413137,-0.02978483,0.457398922,-0.062414428
0.107675808,1.062237076,1.692349921,-3.376363735,1.243137145
