Aether,Duranium,Kyber,Ruinite,Silverstone
-2.378756274,-2.652609316,-2.498806443,0.205840619,-0.390392104
-0.818475466,-0.999295307,-0.695817928,-0.816675208,0.605101812
-1.386848194,-1.592073339,-1.588816695,-0.472295121,-0.026142635
-1.50167906,-1.589741189,-1.816271845,0.349671068,1.276691965
-0.020039248,-0.055049662,-0.144584112,0.361153303,0.801221906
0.16171506,-0.287596589,0.136427812,-1.147678076,0.791503618
0.287877216,-0.220858653,0.0158664,0.61140478,0.105348469
0.775954117,0.901565465,0.218431772,-0.588004608,-0.618396643
-0.832662888,-0.575115236,-0.326472318,1.664042562,0.293831674
1.30858473,1.856868236,0.754523169,0.059772294,-0.381659393
0.687281066,0.546884147,0.492971217,-1.49458078,1.077619149
-1.239080682,-1.455181396,-1.141530131,0.597712712,-0.914530416
1.189588284,0.695396143,0.588746792,0.404692984,-0.768144578
1.378546824,1.24313171,1.378067132,1.446593835,0.780795157
1.263015905,1.237180449,0.992910445,-2.687268282,1.151176449
-0.404871601,-1.120155132,-0.040013868,0.289264446,0.212140875
0.148783389,0.124049915,0.394544628,0.883014274,0.283363521
2.479804505,2.677795108,1.952048483,1.991548775,1.169306079
-0.8836922,-0.73465971,-0.568934462,-0.317500091,-0.980391232
1.087250595,1.126673371,1.625302037,-0.362854478,-1.152784444
-0.214853264,-0.296165785,-0.462067643,0.538019065,-0.718543544
1.368039534,1.207551894,1.5490376,-0.814130153,-0.412568135
0.947279278,0.807860168,1.001062641,-0.254639887,-0.991569688
-0.560927461,-0.655890007,-0.793921111,1.022221686,0.614586024
-0.018888093,0.623393205,-0.600198893,-0.628391133,-2.425994509
0.643267598,0.795685521,0.315307545,-0.126754392,0.756608062
-0.204867445,0.107421969,0.176507312,0.109877233,0.651248665
-1.275728556,-1.221748178,-1.125541119,-0.20547665,0.265676044
-1.685110181,-1.474431685,-1.645119925,1.851899053,-0.943698745
-0.277071978,0.246919285,-0.225386969,-0.021429314,-1.729427352
0.12024562,-0.392053207,0.111734614,0.098140888,0.075848586
-0.24131093,-0.234097109,-0.656243055,0.66044905,-0.967485169
0.65015065,0.434561518,0.851857403,-1.44551806,0.196649868
1.092137018,1.018610241,1.027758392,-1.072119339,1.583529686
0.162719427,0.028594738,-0.135520557,-0.206255274,0.00459009
-1.216758715,-0.718162316,-1.029781677,-1.261123202,-0.877234307
0.205339371,-0.026258213,-0.21785097,-0.191360276,1.319012177
-0.80679858,-1.011817052,-0.660457217,0.559744128,-0.023916976
0.286022047,-0.047806207,0.510309403,0.794282402,-1.139269374
-0.496479956,-0.081689568,-0.433131154,0.33687542,0.503306442
-0.408571102,-0.257584926,-0.775652377,-0.697964885,0.03372106
-0.08918932,-0.141839887,-0.325781522,0.745264805,-0.856271034
0.907352764,0.825694467,0.842251466,-0.873377928,1.973169421
-3.028627778,-2.867362714,-2.800695501,2.098292527,-0.443294518
-0.359404822,-0.293289276,-0.863824484,0.625506904,0.058230996
0.959661035,1.188237395,0.692648806,-1.457047704,-2.798959639
0.927919531,0.413730784,0.858710088,1.040911231,-0.600059236
1.191318008,0.726870804,1.251228695,1.932524718,0.177565283
-0.479518636,-1.304732526,-0.48593408,-1.366812473,0.326743979
0.996420341,0.393274408,0.796969945,-1.194773703,0.612994666
-0.572276822,-0.482992767,-0.979376691,3.284901474,-0.848550376
0.745093989,1.034709265,0.470672308,1.054141676,1.589623067
1.111843114,1.125893334,1.320806469,0.504818732,-2.53229917
-2.220412853,-2.789448715,-2.137142704,-1.936791354,-0.287297929
1.483692988,1.569952023,1.375130312,-0.264946036,-0.285972455
0.150081753,0.58398325,-0.223294694,-0.374238874,0.851497237
0.086850176,0.279863911,-0.235033447,0.204986399,-0.104759123
-0.633279665,-0.866404349,-0.764395056,-0.709846516,0.548834744
0.872539683,1.205500979,0.636905696,-1.019681919,-0.418664727
-1.3296883,-0.815476924,-1.547822122,-0.563905186,-2.26218585
0.588393573,0.383709879,0.703039615,0.350669143,0.695589093
-0.033706221,0.113785183,-0.303945975,-0.785831857,0.94440889
-1.88793404,-1.226272212,-2.155873709,-1.2881363,0.051573343
-1.17530291,-1.309087105,-0.610527782,0.827900841,0.683329849
-0.33481886,-0.592223769,0.069995171,-0.199224482,-0.211156176
1.322768901,1.138625407,1.334921829,2.42476318,-1.075437752
0.731744846,0.544633629,1.081667183,-0.133179133,0.802904589
0.430553605,0.219516327,0.357239863,-0.968534728,-0.041519108
-0.540618038,-0.614823033,-0.976411485,-0.715754885,-0.616542076
0.609376457,0.433713449,0.730306849,1.592209869,1.286948333
-0.109264344,-0.122869615,0.192432713,-1.068674104,0.578550825
