Aether,Duranium,Kyber,Ruinite,Silverstone
0.909069789,0.713024367,-0.478168975,0.445722052,0.240424806
-0.905718596,-1.216981206,0.275472404,-0.837750787,1.244997615
-0.07855991,-0.162939817,0.515541591,-0.04870752,0.197193974
1.584683397,1.434319352,0.439339802,1.587079971,0.042973748
0.444846343,0.342766421,-0.979572032,0.304787175,-1.890912489
0.062486509,-0.1881244,0.227640486,-0.214809785,-1.714441164
0.329964565,-0.066992037,1.203720899,0.03433865,1.609229719
0.595277753,0.586403813,0.183340749,0.268998968,-0.249012589
0.603814796,0.358879447,0.255688169,0.435764345,1.644022889
0.703030704,1.086054341,0.631010891,1.501461202,-2.607703173
1.776352077,1.219781624,0.461676777,1.290703791,-0.244039977
0.073649483,0.446909098,-2.20366746,0.260080387,1.239518555
-0.283261225,-0.342171461,-1.881694554,-0.326048794,1.084842958
-2.082777984,-2.363154355,-1.09764552,-2.587914753,1.386788075
0.354375518,0.176026106,-0.321953254,0.026056733,0.2653518
-1.219498479,-1.463889844,-0.784382423,-1.325504483,0.091957663
0.858202742,0.345662829,3.511463043,-0.127235634,0.475401917
1.253208694,1.452273572,0.60500849,1.562210281,-0.097151976
0.524851482,0.522196871,0.796941142,0.084034919,-0.617587618
-0.896315961,-0.304464864,-0.054584727,-0.115877924,0.474906276
-0.409613783,-1.103296581,-0.023585706,-0.564211106,-1.410784033
0.571457182,0.450030716,1.054670444,0.022162733,-1.467758241
-1.026709175,-1.367774942,0.301585994,-1.290559893,1.756555252
-0.321608788,-0.239228077,0.201366985,-0.381407888,-0.456699192
-0.363030096,-1.06695637,0.734368086,-0.91122945,0.695784987
-0.272976484,-0.18378578,-1.649230281,-0.004708563,1.22357695
-0.176733376,-0.178686668,0.251449882,0.028503272,-0.39835048
-0.196918971,-0.093011387,-1.083751943,-0.552674226,-0.628968514
0.061510564,-0.049810267,1.558800809,0.24685126,-0.000160867
-0.692304421,-0.997046334,1.284874773,-1.010807196,0.597471949
0.794792552,0.986052093,1.333742451,1.149725646,-0.278068366
1.230278961,0.609241132,-0.275944931,0.289311575,0.807753583
1.527096732,1.733205461,-0.560211592,1.559326561,-0.136894612
0.969585185,0.961951831,-1.428479751,1.100231584,0.467126572
-0.965709408,-1.265780429,-0.332482329,-1.424787765,1.421863694
-1.291024638,-1.661007008,0.908827382,-2.235041193,0.686481622
0.505116217,0.301866871,-1.026395495,0.460041439,-0.177908821
-0.028505948,-0.024206819,1.126183292,0.280446399,-0.103075423
-0.381604652,-0.651458119,-1.381925023,-1.047697506,-0.373689012
1.018477788,1.26419999,1.388549632,1.393468779,-0.811654315
0.024309429,-0.52014794,-2.147847259,-0.388232899,0.281120499
