Aether,Duranium,Kyber,Ruinite,Silverstone
-0.317812892,-0.315257179,-1.49308762,0.279464332,-0.389995017
0.24069202,-0.377786895,-1.1162303,1.076517052,-0.35844588
-1.022915423,-1.12296271,0.449019418,0.060350924,-1.079855322
-1.1736152,-1.393263659,-0.782329611,-1.71829096,-1.074225162
-0.201617507,-0.245307526,-0.031713033,-1.675810024,-0.56588307
-1.268184315,-1.733612109,-1.342306148,1.358584703,-1.611144714
2.163230846,2.321822603,0.845368432,-0.099562631,2.874903756
1.415496637,1.172710933,-0.394365959,-0.843490941,1.162908334
0.098285717,0.926380031,1.178216868,0.777482975,0.780946692
-0.74451397,-0.760840886,-0.885410868,-0.512667622,-0.636020621
-0.823344428,-0.019014588,2.233836901,-0.153617015,0.667974822
0.93704702,0.243338305,0.100817,0.628932762,0.354094494
1.480965852,0.814651704,0.334726048,0.917929314,0.756284544
1.630340425,1.562186386,0.879537381,1.200756593,1.36692868
-1.68358592,-1.675789754,-1.29549009,-0.343029366,-1.857485065
0.750831708,0.304096349,0.458686546,-1.326083381,0.814527815
0.602512847,0.291225761,-1.429682718,0.745505637,0.40857355
-0.775887544,-1.275539006,-0.08904608,0.663304458,-1.264530407
0.012949054,0.012824974,0.123739846,-1.333013889,-0.174028494
0.735314834,0.206611556,0.675130668,-0.202380585,0.230385327
-0.015232449,-0.21760886,1.36773991,1.137055407,-0.079117405
-0.081656346,0.15892447,-0.770459989,-1.580322701,0.22576636
-0.783069095,-1.105388526,0.666543356,1.088276248,-0.874802851
3.2038156,2.744977438,-0.083079807,-0.049059291,2.304258722
-0.590732708,-0.060145531,-0.023650648,1.245199337,0.157691557
-0.806301839,-0.758968197,-1.940811539,0.956706616,-0.781967368
1.363563578,0.794347364,-1.325108299,0.115852651,0.182564951
-0.792473957,-0.584608953,1.23564123,0.049749059,-0.771902666
-0.593076317,-0.096368253,-0.133119043,-2.123025769,-0.111209889
0.605522042,0.642057508,0.058714211,0.55818749,0.192647384
1.036052888,1.055473933,0.421727058,0.394803463,0.855725424
1.633719168,1.808932675,-0.559394395,0.903013015,1.93762473
-0.841793381,-1.03284499,1.498224048,-0.228821571,-0.863421521
3.865398986,3.38844835,-0.379334235,-0.204540153,3.732991315
0.981249462,0.814829837,0.337250924,0.940632164,1.101504912
0.802879637,0.987787708,0.730774914,0.702982063,1.328293579
-0.835591931,-0.980600002,0.370714616,0.801214107,-0.620815759
0.185681398,-0.167939097,0.598761654,-0.157870637,-0.086227098
0.092849394,-0.094095658,0.405602384,1.689203707,-0.450770263
0.162931816,0.324899621,-0.232431904,1.299907732,0.64288833
-0.725565999,-0.898047521,0.17243032,0.905265823,-0.203310714
-0.021755282,-0.334983082,1.711782217,-0.159551348,-1.08637526
-0.491505168,-0.574041056,0.122048918,0.609289848,-0.292994083
-1.031730242,-0.986024734,-0.313474602,-0.883966803,-0.826472293
0.912788616,0.612014526,-0.195545116,0.185392551,0.476760915
0.50682757,0.771638689,-0.580745608,0.526326522,0.924915936
-1.187754069,-0.9570761,-0.182495902,1.303228487,-0.319840231
0.269221814,0.341694262,-0.489497921,-0.9947679,0.002334446
-0.414972156,-0.250773355,-1.027345309,-1.260174553,0.026587738
1.565280167,1.840897254,0.057073487,1.463922044,1.608418846
0.267911446,0.193261636,2.155622942,0.720894228,-0.077209845
-1.020423693,-1.181323043,-0.737491046,0.663957153,-1.108869266
0.877325987,0.643168946,-0.050582462,-0.408461245,0.540806434
0.517063577,0.361416867,1.598651147,0.788402073,0.859675555
-0.314002051,0.086640371,1.071472947,-0.475791651,0.262470359
-2.109227147,-2.073682643,-1.040691435,0.098128016,-2.442299866
1.677663216,2.330414143,-0.77075181,0.035995232,2.200932867
-0.802647292,-1.056830906,0.991639441,0.161438078,-0.534627431
0.662325941,0.493478228,-2.677182198,-1.208761482,1.073888218
-0.501408356,-0.879439126,-1.10647198,-0.437834068,-1.073195614
-0.969561646,-1.212074042,-0.576336329,0.688535262,-1.546882935
0.31472482,0.185997251,-0.551725436,0.581835817,-0.172524652
-0.873988039,-0.828011503,0.288112819,2.38E-06,-0.625834579
0.252092718,0.339538196,-0.53132211,-1.039825227,-0.10158942
0.752495934,0.844266459,-1.639107701,-1.060808695,0.488653959
1.846062703,1.505673824,-0.017961084,0.044793207,1.510706633
0.104841704,0.226509022,-0.928804413,0.450989095,0.270652699
0.31499837,0.081443831,0.078191782,-2.033415995,-0.587363129
0.486064211,0.349381114,-0.149675321,-0.586014932,0.206993208
2.095595731,2.074630544,-0.505577212,0.41558692,1.866340095
-0.137486916,-0.069211832,-0.422244292,0.21704681,0.066000333
1.046031993,1.614092292,0.392724658,0.45956896,1.407511755
1.109012849,0.738682232,0.00447536,0.297114911,0.963108048
-0.398194267,-0.251748889,-0.274039967,-1.408872121,-0.790254453
1.721530126,2.15891658,0.495627357,0.819085148,1.891542782
1.222786918,1.603250978,-0.324436801,-1.487711644,1.462615262
0.095401778,-0.146485566,0.258541706,-0.397547345,-0.157568718
0.558963323,0.190419612,-1.341099128,0.533278635,0.087663571
0.77916517,0.565251778,0.516087365,0.107089573,0.610741909
-0.617348377,-0.556019864,-0.200573047,-1.59574635,-0.412236822
-1.055510702,-1.160690566,1.49291772,-0.01119046,-0.971563565
-0.894417311,-1.0398572,1.093073896,1.251626317,-0.846368047
-0.570678269,-0.817609031,0.248985097,1.19120114,-0.750939154
1.189793409,0.51467564,-0.527647989,1.110908249,0.916670296
0.559509562,0.764023696,-0.094415931,0.035220407,0.428087616
0.971093825,0.927419854,-1.410158006,1.062793926,1.129883828
0.221899759,0.118031153,-0.097149521,-0.036958368,-0.064280949
0.751966536,0.86874595,-0.217963594,-0.175648936,0.977504441
0.843591374,0.582983343,-0.243014261,-1.806186588,0.379699271
-0.020280633,-0.312520137,-0.601552675,1.239244888,-0.707691234
-0.535581608,-0.471759358,1.149613498,-0.893358938,0.386311367
