,Orichalcum,Valkyrium,Space Titanium,Seastone,Bonnevillium
0,0.1582335675605435,1.8949845292006016,0.8687432342283044,0.886790268309809,-0.328839141963581
1,1.4121305824270287,2.271918988549061,0.836450144116509,0.7576183673288015,-1.4348014087522705
2,0.8935102983407472,-0.2104749802182141,1.4858472420551432,1.8055221686588176,-1.9380645091827933
3,-1.1836128406008017,-0.09531018041616704,0.34455410902541483,0.3191685394911872,-0.05682628021430318
4,-0.10014225257588877,0.9528798596548906,0.18716012689430087,-0.05249216577805077,0.9369235414126474
5,-1.4817271482150027,0.24355267827604965,1.021608049075182,0.9918330497065908,0.9554453260316995
6,0.10738637511763274,-0.3324155683241586,0.7141770795387128,1.0686343783050019,0.8832982229570282
7,2.226864481840417,-0.4835758982725483,0.19541247767402264,0.5495877526820472,0.5016755500504928
8,0.7359904595634635,-1.1192590250752859,0.7226556691521449,0.6607613200047302,-0.36093563288935415
9,-0.41040429953669816,-0.2798880007939126,-0.6074895864583915,-0.3925783642950484,-1.026249692076636
10,0.3475723867822389,-0.41298674381126027,-0.29546964235132156,-0.44871458847363316,0.8064547675123886
11,-0.32153458492698833,0.6468821373724318,0.8247435249810307,0.9348964725646126,-0.4171724187034267
12,0.06763652344380151,-0.11317969935272751,0.5350518107477527,0.1513989967800655,-0.7082622025175764
13,0.1306518013161654,-0.25000258177493423,0.9118151510049576,0.8685084058952105,-0.9251436645776092
14,1.194916053237469,1.980798160504382,0.5278929122439187,1.056566573584687,0.039930298573023146
15,0.39101002398365053,1.5276443948850127,0.6048425269395448,0.5591763659891333,-0.17425759332345123
16,1.0820216914368626,0.12255645205238548,-1.7000133435362348,-1.723510145903429,1.2599636148081024
17,1.7146220972048392,-1.4723289652114506,-1.4243164797370884,-1.4181680595889576,-0.7338089416667063
18,1.1610960436101923,-1.0107791564687656,-1.4953197865501637,-1.4058567763854442,-0.5970251897326971
19,2.1391140023003934,0.27859740943252126,-1.059191852784662,-0.8563122719157137,-2.314383022083001
20,-0.9558909697569999,0.6086541298993775,0.15554879605143412,0.44497257793171,-0.36182114622893496
