,Avatar,Saronite,Caterium,Galine,Nanite
0,1.107867642663395,-0.03777487187353725,0.6920522828215502,-1.381068127941216,0.8134202398914026
1,-0.4220806655916444,-0.6995656388298604,0.7579502615922064,1.9249557255583687,0.3977405840411454
2,0.15976840530688835,0.2821863134865316,-0.6569277780202543,1.8756756348670611,0.15930693895404044
3,-0.21516423317447106,-0.3273046064719229,-0.47068754294583054,-0.921501298148995,-0.641122301915051
4,-1.1977027206909665,-1.1950041087079541,0.165007748968543,1.0892660746677791,-1.163628001765285
5,0.01810536184973643,-0.005038072837851155,-0.10817723321203421,1.2500585825891348,0.3648141247050368
6,0.9827041683068581,-0.657660470369435,0.289830232490755,-0.04173048303841614,1.2404629587420075
7,-0.26332634780580405,-0.3446339300377666,0.17767735929262812,0.45537511220199917,0.5513769135775243
8,-0.609830425859926,0.6751116680656614,1.2642333681759796,0.07646796283105105,-0.904975472323369
9,0.07547591130580777,-1.7562711112890932,0.34761936946890143,-0.7197627618164953,0.4110243096127553
10,0.19287139798813602,1.7626574857358894,-0.9061839279037902,-1.0601310252060192,0.29892584216138285
11,1.6978316412333787,-0.744428554010236,-0.10240533456782039,0.4508731357350192,1.7968081101310156
12,0.15419440149161182,-1.5062060581926395,0.5863732979546203,-0.7319213665200914,0.6615472442762407
13,0.9388331915375608,-0.25599672286673664,0.23822087234153422,1.021278518562599,0.70769283993282
14,-0.7718776185425408,-0.47681113019917487,-1.6364639957400489,-0.661162905141019,-0.8637501274665886
15,-0.2262479740815354,-1.702272750006261,-0.018739717858660746,0.09868547187326827,-0.7065051400780343
16,0.7158910183432754,1.3261308154568903,2.1865482628591533,-0.25137540432259114,0.7678723127775074
17,-0.06456320399371494,1.0771918596723957,-0.6427352636606556,-0.17505706505863963,-0.06196706543284837
18,-0.295033423924484,1.9043648631343524,-2.228432158929792,-0.7232356277626111,-0.022082593318023425
19,0.9276626092109611,0.7422531289968084,0.1401961860275981,-0.873355614347313,0.897771690884224
20,-0.9484963087132051,1.0148900028260588,-1.2591613925323406,1.4806491296074775,-0.6668430469433911
21,-1.5196498799179676,-2.584363053191709,-0.6324205206214794,0.8229251191104174,-1.4072545679588386
22,-0.026389285697705378,-0.31867212585173066,1.8221694472560617,-0.7406050440929607,0.004503218964709975
23,0.0504648440393848,0.47372689350346864,0.22081149144639092,0.6610137038557339,-0.019313215417384504
24,-0.0342284794508196,0.3643504429047053,0.3174355273646962,-0.9374751261133325,0.06593366226373487
25,-0.19068798696381273,-0.25994805103277163,-0.07037991857993958,0.41582610743538145,0.03495009799521545
26,-0.16208999772945357,-1.2320799153006847,0.16402483977737056,0.3557053647048466,0.018523476927383153
27,-1.0844619423238324,1.3617459773672804,-0.37191573766942543,-1.0334048278385592,-1.0046332715788695
28,-0.44437343041364685,-1.5464380304924006,-1.1733545081748267,0.6821415640613042,-0.23421454791646085
29,1.4201832393187477,-0.11736063124015828,0.043345543798679886,0.10743559627438054,1.858561908359603
30,-0.22637744285846362,1.1491877823568135,-0.5831064706104809,0.5466725715453081,-0.48556062684593226
31,-1.495205285334417,0.3079684225092818,1.3640065494087064,0.1489963337548552,-2.0804135231399083
32,0.6535218010986321,-0.2486162034309112,1.0233591398727562,2.2738197397670197,0.30458795898094193
33,3.447390922881566,0.5193429787726478,0.5639792909021367,0.4796318885557904,2.816606222617524
34,1.6976916211518716,1.6405948626140137,-0.22826936300916387,0.3911721139494199,1.5007967954948578
