,Byzanium,Redstone,Corrodium,RadiumX,Dust
0,0.42458537351118497,0.3825197029017474,0.6956527307252593,0.3055742227675137,3.2607739447086606
1,0.6420449887482426,-1.7266019153757324,-1.3489972929143403,-1.6326692571762689,0.3175421785820576
2,-0.5089172361787015,0.2855405724430953,-0.6509154870677776,-0.6299603944771366,-0.6311360783600877
3,-1.569037823597987,-0.5573146918940551,-0.5982051759961183,-1.260332864929276,0.8226864772643274
4,0.339328770351709,-0.04333567595858748,-0.023996225141303895,-0.3063711014828936,-1.4872187816121336
5,-1.180467121575499,1.1181420005009073,0.5659510875697826,0.7275800954630349,0.8847289947931817
6,0.8148906577081784,-0.6129406499430693,0.1008755755817626,-0.5739690484098405,-0.24921883265305025
7,-1.2538728573761755,0.7539117738401995,0.6609220234036932,0.826290997240955,-0.44469096523542295
8,0.4799544131674321,0.22616977039743577,0.7204763904671357,0.07116589614225,0.900105556412592
9,-0.5945922163674648,-0.21805031864489893,-0.01795267245538073,-0.20657359665697125,1.3273341249016466
10,-1.2559380316215256,0.48584350798295034,0.06784018469182015,0.2608322143349984,-0.28305860006061095
11,0.614548846450557,0.4626225857724211,0.6325869338815355,0.14837104792823996,-0.3986247643360521
12,0.5121643962933379,0.12756270347973464,-0.05319637032657459,0.20086524820924462,0.26388741034871016
13,0.09387603259096533,0.29152416480615745,-0.022413625691484914,0.30147670979920504,0.5401707005999273
14,1.468056813409562,-0.04153780207061708,-0.6106556587330066,-0.4766826788560012,-0.4703336828237109
15,1.3528004268773903,0.0014811718916220573,-0.14661880438000516,-0.3105129783039238,-0.3489713686891589
16,1.3064561673709694,-0.28575166639431493,-0.2935648040787135,-0.3298756514065758,0.1951446319496525
17,-1.088739941242872,0.06270444144348132,0.7706882974709459,0.1399129170650627,0.01379554125428972
18,0.4181147334272429,2.060277755986111,2.118575067786871,2.0143528364118732,0.23544154042137094
19,-0.5398811336381387,1.5777890698318733,0.8343133813303483,0.9234072737375172,-1.3918899457968306
20,-1.7850951510422148,-0.6669680678569678,-0.9472949560015704,-0.6353302090377929,0.5384070158135071
21,1.3615479515220557,-1.0280719340085518,-0.776046036162965,-1.0811123451343598,-0.2577927187482146
22,0.7811189566346871,-0.622266848109669,-0.5663538697660555,-0.716799739288947,-0.5159823498089411
23,0.9778927098013486,1.1254521286501138,0.7902842965308147,1.3082997963200924,0.4351829912130883
24,-0.0649642306963267,-2.7537828222512517,-2.1095552697391047,-2.4707568115231013,-0.8960022924841995
25,-0.4813204011017777,0.5855484409509963,0.8664392059763061,0.7866802282865235,-0.8277680022696409
26,0.0623807839003547,-0.49687602985824414,0.14002385416548685,-0.029668276054249293,-0.6389428286522898
27,-0.023425105499592584,0.509733889102995,0.9172642813950423,0.8513799256365865,-1.183556570247955
28,-0.6818154808014073,-0.05265290188406735,-0.26084527165556687,-0.3883143836044948,0.44820909752902777
29,-1.373907198930043,-0.06395439233968914,1.0853954585429961,0.531877932860612,-0.36972982274266464
30,0.8808663343376011,-1.1514510357829193,-0.7074088074613324,-0.8784102548006237,-1.3057447614076927
31,-0.7991988747137289,0.2650095608655013,-0.19087101119852593,-0.08969280235328947,-0.33419816708494915
32,-1.4620447796984732,-0.41416639007285333,-0.3329522010252218,-0.19570878780881323,1.6486572833406787
33,-1.1365212432812388,-0.5768732696313421,-1.542252554579549,-1.4964107079219087,2.9701262201695258
34,1.9350170790990613,0.04421337791805291,-0.7187038177542504,-0.41538723541348416,-0.09873224289222139
35,-1.144801411831197,-0.6553139996522853,-0.5780200903832121,-0.9654363853761969,0.5961694808634188
36,-0.833272531475373,0.44806555282092264,0.48206686933509063,0.20179702523446336,-1.605238738091668
37,-0.6206823807234383,0.710787904815253,0.5410941470598666,0.9264439441423362,0.24157451254781534
