,Chronoton,Hihiirokane,Aether,Phostlite,Collapsium
0,-0.40568382143590614,1.8510917270663785,1.8761201886628607,0.484227197561436,-0.5308375574976016
1,-1.4446190497527691,0.01663053760917585,-0.12722476191905016,-0.507479100522615,-1.228058639073913
2,-0.9781468104294759,0.06320755272763218,-0.051131423210193976,0.5500931965060945,1.0286994502864208
3,-0.11760071436976263,-0.7069586467930714,-0.891334352654479,0.5908174323239976,-0.21029535776096664
4,1.107316257061726,-0.6679774686827706,-0.5470210864768531,0.610369240974001,1.3926066977189568
5,-0.29115694641569767,1.5468896464171968,2.121241602944288,0.6777820120125946,0.7273100977430412
6,0.3647241362479553,-0.4797137373396334,-0.31071946000052225,-3.109415747125534,-0.12286667191443115
7,1.0962446488340125,0.03016352358775526,0.24213706727402484,2.4333797361485083,0.6962342657376878
8,0.1545961130742069,0.43569572050172295,0.6716606530781855,-0.18402438281057643,-1.2405211419279651
9,0.8554567229651858,-0.2649917105162307,-0.4284613894077025,-0.018406886117256698,-2.3167089793095554
10,0.055028997184195155,-0.3119720845731672,-0.6250909739240049,0.5529701470659613,-0.4053151394521309
11,-0.7355183405769713,0.1577076845347674,0.019862939078625484,-0.11261329064843462,-0.7324400353882373
12,-0.22797941393383636,-1.558979800306113,-1.2244690369616098,0.033906815408974195,-2.5310562599529582
13,-0.7390966962905429,-0.9209499202781464,-0.35842191668318757,0.9562271113209659,-0.7266893932805161
14,-1.5257851668237434,-0.9131791290834771,-0.9075078460918855,-0.3006665279375762,-0.34124934871634227
15,0.23150125487643974,0.2700131113673605,0.7585664814962666,0.839785294489973,-1.5828289882887507
16,1.4901623404671727,0.3373312490243229,0.5894632960619816,-0.6586342962725575,-0.09871817033679596
17,-0.050105249015096505,1.5387305731881489,1.6324406904968298,-0.47442324206765696,0.8890070582410797
18,0.6651641995539738,0.4010084553072001,0.7204758360774733,0.18644975405017336,-1.2857322680578458
19,-0.12734660474112222,1.21826167168894,1.2362252652048662,1.0943122467883677,-1.1033737525182266
20,0.07747644025601624,-0.2468131355401897,0.5359985881844997,2.351405728910161,1.0175759142728371
21,-0.7321424501243123,-0.3763647610719496,0.03386878466968886,1.426022285890446,0.5494320248603224
22,3.0199741134000595,0.7362412675892466,0.9740831917693524,0.6141483864709482,-0.9769989078455665
23,-1.4810651757805218,0.40913303483714325,0.3624099473539387,0.015732751249156424,1.4135487846271113
24,0.6272103477361181,-0.3086413898495204,0.04033330735815095,-1.7412415386527946,-0.887054827861275
25,0.614441713149385,0.38256796785186686,0.9928975124124428,0.5189423935800705,0.41072206898522384
26,-0.644570806329187,-0.5464164510647472,-0.4535169454584201,1.5890632791520973,0.12363618105950083
27,1.5006469334015229,1.3669966269630853,1.3296681247487177,-0.33924748843891084,0.56328057094779
28,-0.6035191574815258,-0.06894357068130724,0.1400552690607498,-0.7915408655345025,0.05711937887009028
29,-0.18297251639611425,-2.125606293280015,-1.520896722914487,0.39333426761003776,0.4414179062612709
30,-0.08565925400832344,-0.20067027315187835,0.036116584254562656,-0.07285492790464108,0.5978953451748958
31,0.22968160721656558,0.1731146687260987,0.37082380361995654,-0.7645906261375589,-0.7616047852577695
32,0.5617449921406344,-0.3615337159328804,0.02355932469065494,-0.7567389375221576,-0.353118023096146
33,-0.5094537882502891,-0.08868805356083023,0.25919610084614436,1.4596783374227524,-2.0547042854149717
34,-0.543078607176054,-1.0011591382298106,-0.580207777191624,2.3797472684065237,1.3558254775373404
35,1.088023939302619,-0.5875010854725299,-0.07136608414006762,-0.5505650225587152,1.830292509212733
36,0.7617694918923944,-2.3771146942691725,-2.1687770684383625,-0.5059984782372918,-0.2525554188813048
37,0.4027899626703692,0.9681986432238998,0.7475937760515392,0.9158896794770853,0.3662994526965012
38,0.09940293808780686,0.5056745613822208,0.25982352389785907,0.269073650633886,-0.8624925809247136
39,-0.923937882759264,0.7899014378660987,0.08159504593429882,-1.931446831734464,-0.7637735237182071
40,-0.33144612503397614,-0.40024042855575515,-0.3359797185589294,-0.43088772917822565,-0.3137007135631815
41,0.6013315040282401,0.29625672765165917,0.3518602329974711,-0.10101673425736575,0.8455060383580456
42,1.1366385118552806,0.7082266337445013,1.0755551570470792,0.9699005829386457,0.7790577624214177
43,0.5421945203152412,-1.7983571077227896,-1.4378317499579196,0.3492586930917684,0.3668727561565839
44,0.1963640321938487,-0.7749602944049312,-0.45045205676682504,-1.1227729342512482,0.8841593078158375
45,-1.4870078684857662,0.4141179700283693,0.41012397196213474,1.9905873449687153,-0.16418376558661862
46,2.399192341990932,1.3100809611675839,0.498295154932309,-0.4383735485299836,0.6397707213065846
47,0.29952073243930843,0.7408011642690626,0.7395400648463921,1.25456094979613,0.16171146492339225
48,-0.7001721662008987,-0.9898746906930906,-0.6741884946158894,1.462651562708614,-1.9786966225992138
49,-0.25994653562995707,0.8147949514077195,0.7916508719491979,-1.7414372601396353,-0.09858840257545946
50,-1.2506897188002402,1.5405577026328723,1.7811391298825148,-1.6321104166481066,0.2391406865633445
51,0.4211940285390889,0.9368227757542396,1.0300907956063965,1.2019119029152248,-1.481789506413706
52,0.44728914681520887,0.18574024498950858,-0.0016599050381716593,-0.6340884051539116,-0.37907317745938135
53,-0.3543449740455401,2.095166297236398,2.153150705323047,0.2093027714371292,-0.4350061933649099
54,-0.30143784555877795,0.809316613450053,1.1580461405380325,0.17522849937746912,-1.22865391912
55,1.811625954953876,1.2368944743170756,1.0366397467507846,1.3979433996047792,-0.519519788969901
56,0.38232857155541145,-1.5723016224491038,-2.1006270588837266,-1.5460175532051226,1.2536678151578478
57,0.5006465973011738,1.125270614138261,1.2873238798937696,-0.3911657996521808,0.2022544039190066
58,1.59351436121702,1.2079685440347043,1.318400628077817,-1.5494963819705698,0.0794150672187711
59,0.8103840929346637,1.8317338160295933,1.9631317730162776,-0.5106451913143544,-1.486909766710734
60,1.883629647489028,-0.22497362971038457,-0.24273604055917147,0.23623870663236024,-0.05925877903746921
61,-0.6899718031296569,-0.9305847285252913,-1.2387345919134853,-4.02303140943727,0.26085182467064455
62,0.0496731530918329,0.8895713246671648,0.7318212277641533,0.5301360837435031,-1.8861797248383487
63,0.025012512459665178,0.6361698476267802,0.5135690087858096,-0.6166835702959279,0.9418377609281211
64,0.7715423604859445,1.443871521721784,1.6063127488000581,-0.6620479920834677,-0.27903729695369023
65,-1.661408333940201,0.37967943086919903,0.09551250064320736,0.2908176604812814,0.18835707257780526
66,-0.2771881455160038,0.5814593668249127,0.6375148367344473,-0.5671461657485094,-0.2459938563521258
67,-1.0601927384210739,2.1489398191159816,2.003950617042527,-0.30419470990159564,0.17886790961557864
68,0.39244946944410286,0.25069513397169146,0.08175776175292944,-0.03394719532004998,-0.46267246081535374
69,-1.4008254959784425,1.2706471075600863,1.6141442605009555,1.4490607014812396,2.049066723189795
70,0.6087265570441274,-0.479128471260195,-0.7612849905247748,0.05645677071107477,0.6730687296748313
71,-0.10667476508196083,-0.8357738193605454,-0.8004185300011243,0.03407209842515218,0.20476432482578255
72,1.2165751222140573,2.4320000621604723,2.4072644824418883,0.2498515132923315,2.2158786864188404
73,1.4887485193283794,-0.5434580538343153,-0.34371135451151574,-0.7650280485701733,-0.3153527660132279
74,0.03318280235642704,-0.3323108312792716,0.17767125102521886,-1.7069836617539513,0.46642214935729004
75,-1.101672798828584,-0.8566463682146552,-1.3138720581111745,0.2216283600825735,0.38629147373756956
76,-1.2184552054027291,0.8831131587383088,0.2833711469986624,-1.579702789792834,0.9036964298868121
77,0.687191116951463,-2.8016850128903386,-2.548697565962577,-0.5779625251552735,-0.5681013949107709
78,-0.8451353303311975,-2.23103620039452,-1.5965020316261769,1.527627996419699,-0.6575224002728064
79,1.3852473335990978,0.12937479901644822,-0.1307749992877251,1.4427499305460538,-0.3412206632699586
80,-0.6179705994159738,-2.012017250305742,-1.9030946166351157,-1.4743420380166623,1.6494544349370903
81,-0.3328819171816786,0.8386107751838406,0.9285430447526541,0.4666472675370675,0.1442476631885825
82,-1.0673192951418544,-0.9725201682191569,-1.4951272215357807,-0.47859860592537085,-2.319011610349896
83,0.1078556892098688,0.12034890066439902,-0.30785371329355976,0.24038737365137708,0.14217683742013165
84,-0.5057158707378503,-0.9504613560024391,-0.6549054692760904,-1.152512509025218,-1.5604080418271682
85,-0.7674315515389379,-0.6297863289234149,-0.3236185948797359,-2.0381086939343067,1.5543274787488597
86,0.9063442064398182,-0.09414468783888413,0.018391172407684175,1.3088952406185321,-0.3158023229618037
87,-0.24539767606691898,-0.1344561786602962,-0.2484816548864069,0.3962346804642461,-1.8806085803099981
88,-0.6117847289955305,1.3073173462184284,1.0034671980324954,-0.9201017996511043,0.06686768635152711
89,0.02480140473682112,-0.006389221795258193,0.3237778677395264,-0.3999163128309844,0.9389288711106459
90,0.8811626823667833,0.8700043559600565,0.7136027128033653,0.03329693917501146,-0.5575680716254037
91,0.12088944407861693,-0.933131405073011,-0.572568609709021,-1.6084325768933072,0.2842855556574432
92,0.30930429705410434,-1.3295847081048886,-1.1723806668475143,1.3139399627317372,0.5569400268325676
93,0.8931418574426119,0.8493007811240973,1.0453638554716624,-1.4780455662572396,0.41234716224190926
94,-1.330081461212328,-1.297203095608102,-1.6659413804823637,-0.9267622095419755,-1.7285385129140032
95,1.185305743120396,-0.9599045638234037,-0.784496464540452,-0.2978425235887278,0.9569491101023497
96,0.8764111463320271,1.3890641086307298,0.8850256135306147,0.07585564879339814,1.6937045191753652
97,0.7260909797782517,-1.6445985091501134,-1.3424962902282487,1.245524491999289,-1.8491537811029237
98,1.8818640199832373,-0.35059033301133,-0.8375730470632978,1.843632564351023,-1.563141724020101
99,0.3991516858694651,-1.7794556822072742,-1.1323734727965222,-0.16372401136433157,0.35713487131397154
