,Silverstone,Ceratanium,Taydenite,Divinium (E115),Dark Metal
0,-0.17507356694123272,-0.5064335771358984,-1.4859237078870977,-0.4173915066198212,-0.14625565805019722
1,-2.4784535797996945,0.08689481689096713,-0.7511500276137262,-2.2513825597409265,-0.31682053395814164
2,0.05089192716650308,-2.7937937503074717,0.17471552643974197,0.5635208073238518,-1.282293167276363
3,0.7861101234488249,-0.9596430450520934,2.1559867744528773,0.6807763230749877,0.4534131670863439
4,-0.03209444547306395,0.012535576083132122,-0.19521934620609455,-0.021652163596634,-1.0609491385034548
5,0.46824117329793963,0.11592872951681507,1.443993178482916,0.15138571195308048,1.3610520511819713
6,-0.03929780012839282,0.3911961890745803,0.919375298000947,-0.07166754783153104,-0.3031245581950939
7,1.394635547977443,1.8873163244692455,-1.1701850727905196,1.7000016881290407,-0.2229389772334449
8,0.39805120098083685,-0.8840335496165156,0.21809702281116242,0.491270728629092,1.147421771840609
9,1.0650312133191915,-1.1385867043616067,-0.08252254253804177,1.3462231438157595,1.31109527380333
10,0.38306636081414486,-0.1085419719189447,0.16846462301144657,0.5028616847322315,0.8347528820964027
11,-1.3417711494085627,-0.006456684699138266,-0.7730121237242751,-1.4177770153555225,-0.32965924821538106
12,-0.26800026866086246,-2.2566804020731013,-0.5407194976021504,-0.8964015164995811,-0.3271018451714658
13,0.8100249744825628,0.8162662386548182,1.1395592381127473,0.5105644167069622,0.4371132959188453
14,0.5443045195014187,0.25974162928258393,1.6037473557635002,0.7554515904686548,0.8427741027006909
15,-0.24551168820135513,1.0008568784984841,0.6986042147581804,-0.4497509779204208,-0.20995172425206385
16,3.498706058018824,0.6219756203148041,1.2535442042438836,3.077244942295043,0.9787906428164423
17,-0.7577555364798134,-0.5420818301218793,0.24695974633298337,0.04138353376405857,0.21431529569847427
18,-0.7656602854462563,-0.17725963578803874,-0.2684800474429293,-0.6942491448227801,-0.09904334337060654
19,-2.1210071834422393,0.48994170252192953,1.6009478932531782,-1.8226604119671508,0.04599848646872546
