,Thiotimoline,Ice-nine,Supermanium,Celestial Bronze,The Core
0,0.20958600738563277,-1.9924453125251875,-2.1473634753735134,-1.206139639088178,-1.6588018668751139
1,-0.03649576521287834,1.2999585493017327,0.6964001694543658,0.8224814907562169,1.0064961983739642
2,-0.5762979318266234,-1.15974473892133,0.39661654034954774,0.2537985196103771,0.6601021957610866
3,-0.7098904636573299,1.869660401322798,0.9788500100083022,0.40188709626586205,0.6023325338510115
4,0.49329979708442173,-1.281370588754524,-0.10501546924987187,-0.09261927439185898,-0.2940067592812726
5,0.4930230961182954,0.345408070631205,-1.4330017982496648,-1.7089380055694399,-1.3840705993368498
6,-0.03387819072773678,-0.654351017774019,0.9570095668212307,1.2729136005669615,0.8617180855178399
7,0.23120859482198577,-0.6564811316507744,0.02632964021298436,-0.5029500209615994,-0.04768807842269107
8,1.4778280499978083,-1.1938934890527846,0.23195768225088023,-0.10034630252542877,0.29601008012048435
9,-1.6607214220719813,-0.3153793366706451,-0.3162818596366307,-0.22386049871663585,-0.2149085609296734
10,-0.551929983550797,-1.7124647614496236,0.2808715323740599,0.9431457838362427,0.6329499590876166
11,-1.2496098426168256,0.9351985094872824,0.8292073445797901,0.1016522232656605,0.22367112361481536
12,-0.3341889455706354,0.38628156831938265,-1.6007135944772997,-2.0136025350251847,-1.776553962475462
13,0.35240366997002415,-1.4099546420437188,-0.936399766626465,-0.7649541797184386,-1.0030534438466505
14,0.6622079508918423,-0.33834844331962594,1.1870593491602714,1.3066897225773328,1.3285572910577967
15,-0.7978158972638851,-0.04290185607536256,-0.1092638266721758,0.4266756376372162,0.21144151677010942
16,-0.7360442933541629,-1.783877517947658,0.03757465855451689,-0.13760345113800956,0.22123812405138263
17,-0.7761459225410019,1.5332546492578278,-0.8556896733658226,-0.7561369684295189,-0.5641570493200598
18,-2.1567466233790085,1.828210692792928,-0.6506457044313496,-0.6127523592968348,-0.9319874093949856
19,-0.17451182218346317,0.47122093547390465,0.16051449744969515,0.13999222011276993,0.0184257572945616
20,0.6484965600510532,0.46240251103608804,-0.33457850107922127,-0.7755049282095231,-0.6066917738371446
21,1.0316225666649688,-0.862829911963894,0.33496430332580107,0.8537639153262258,0.3931612843795569
22,-0.6132343078757864,0.14667782668761273,-0.1995963791671117,-0.3395203317887159,-0.48598686981331585
23,-1.319028646548663,-0.36406147646423986,1.2785058883310576,0.7308903710643833,0.7293463203296356
24,-0.9171315446100691,-2.3387947977321715,-0.08460216399407249,0.19929986765288188,-0.01879575064648617
25,0.7792595217140948,0.458927584386949,-0.7634475273458642,-0.9806445773003961,-0.5970604188242776
26,1.2034142339868554,-0.6925717238904929,0.8767891068205005,0.8030784540956417,0.6437644263931138
27,-0.0639324523684132,1.6817893147254026,-1.78212098273137,-1.2316472066512942,-1.2486220281298968
28,0.4940331148030037,0.007473133619318038,-0.8154580331060598,-0.32464808025566816,-0.93545944129011
29,0.761565288498798,0.8194112247397475,-0.6727790063015393,-0.3345687122842761,-0.6204759600335854
30,-1.3814510222149865,-0.7452976726997993,0.5864875637555318,0.3830685949823973,0.8479548549362939
31,1.5097807589372005,-1.111338675663497,0.6613597968867122,0.8546522006026739,0.6454115299599896
32,-0.35992358445446265,0.9103972249914387,0.24390721231727752,0.8694322730416298,0.7921775294995794
33,0.22261323881585393,0.9706306737095475,0.23579397197536267,0.5693189621442909,0.7940506299552024
34,-0.7539287790400823,-0.016202964401869552,-1.9248094546851195,-2.264914735446673,-2.6714868319692764
35,1.1123282681926858,-1.6684163956864964,0.5163895815561251,0.297854333334808,0.26046213415010017
36,0.28118116116812203,-1.7392814306275106,-0.07722759271322963,0.18153745017886502,-0.14444350039506657
37,0.28560101888142037,-1.1515691156298051,0.8188364130990607,0.7668956698819905,1.016900551941366
38,0.7261391141338308,-1.7594007352659449,1.3038155517730268,1.2279699415284318,1.5361597290142726
39,-0.17637754289883026,-0.005570138258286878,1.706809141676626,1.824565348041921,1.7363359579915723
40,0.6814166027479928,-0.5830866603500575,0.7562573933054371,0.8535041583816922,0.6016815783783198
